Run!	Loop!
She heard him scream, so she ran into his bedroom.	Se hett em schreen höört un is na sien Slaapkamer rönnt.
The English Channel separates France from England.	De Engelsche Kanaal scheedt England un Frankriek.
The hummingbird is the smallest bird in the world.	De Kolibri is de lüttste Vagel op de Welt.
The sofa is wide enough for four people to sit on.	Dat Sofa is breed noog, dat veer Lüüd dor op sitten köönt.
There are over 2,500 types of snakes in the world.	Dat gifft mehr as 2500 Soorten Snaken op de Welt.
Which do you like best, apples, oranges or grapes?	Wat magst du opleevst: Appels, Appelsienen oder Wiendruven?
"Have you seen my cell phone?" "It's on the table."	„Hest du mien Mobieltje sehn?“ „Dat liggt op ’n Disch.“
He was very tall and thin, with long arms and legs.	He weer temlich groot un dünn, mit lange Arms un Been.
I wonder how many horses died during the Civil War.	Ik fraag mi, woveel Peer in ’n Börgerkrieg doodbleven sünd.
If you see the cat in this picture, please call us.	Wenn du de Katt op dit Bild süst, denn roop an.
India was governed by Great Britain for many years.	Indien is vele Johren lang von Grootbritannien regeert worrn.
It smells like something is burning in the kitchen.	In ’e Köök rückt wat brennerig.
Someone is at the front door. Go and see who it is.	Dor is een an de Döör. Gah man un kiek ’keen dat is.
The boy was searching for the key that he had lost.	De Jund deed na ’n Slötel söken, den he verloren harr.
The equator divides the earth into two hemispheres.	De Äquater deelt de Eer in twee Halvscheden.
There are almost seven billion people in the world.	Dat gifft meist söven Milljarden Minschen op de Welt.
There is nothing in this world that I am afraid of.	Dat gifft nix op de Welt, wo ik vör bang bün.
We are both looking for something that isn't there.	Wi sünd all beid op de Söök na wat, wat nich dor is.
What's your favorite thing to do in your free time?	Wat deist du opleevst in dien fre’e Tied?
Wikipedia is the best encyclopedia on the Internet.	Wikipedia is dat beste Nakieksel op ’t Internett.
He fell asleep behind the wheel and had an accident.	He is achter ’t Stüür toslapen un harr en Unfall.
How old were you when you had your first girlfriend?	Wo oold weerst du, as du dien eerste Fründin harrst?
I don't understand what the author is trying to say.	Ik verstah nich, wat de Autor dor mit seggen will.
I want to contact him. Do you know his phone number?	Ik will em anropen. Hest du sien Telefoonnnummer?
I would really like to know why he did such a thing.	Ik wull würklich geern weten, worüm as he sowat daan hett.
If I were invisible I wouldn't have to dress myself.	Wenn ik unsichtbor weer, denn müss ik nix anhebben.
Look carefully. I'm going to show you how it's done.	Kiek good to. Ik wies di, wo dat geiht.
One drop of the poison is enough to kill 160 people.	Een Drüppen von dat Gift reckt, üm 160 Lüüd ümtobringen.
Our ancestors arrived in this country 150 years ago.	Uns Vöröllern kemen vör 150 Johr in dit Land an.
Our house has seven rooms including the dining room.	Uns Huus hett söven Kamern, de Stuuv mittellt.
She looked at me with tears running down her cheeks.	Se keek mi an un harr Tranen, de ehr Backen dalrullen deden.
She sat next to him wishing she were somewhere else.	Se deed blangen em sitten un deed sik wünschen, dat se annerwegens weer.
The back seat of the car will hold three passengers.	De Achterbank von ’t Auto hett Platz för dree Lüüd.
The girl closed her eyes and listened to the pastor.	De Deern deed ehr Ogen dicht un höör ’n Pastoor to.
The more I think about it, the less I understand it.	Wo mehr ik dör över nadenk, wo weniger verstah ik dat.
The sperm whale can dive to a depth of 1,000 meters.	De Pottwaal kann bet in en Deepd von dusend Meter duken.
There are over 800,000 Basque speakers in the world.	Dat gifft mehr as 800.000 Lüüd op de Welt, de Basksch snacken doot.
There were shepherds keeping watch over their flock.	Dor weren Schäpers, de op jemehr Hood oppassen deden.
There were two red hats on this table two hours ago.	Vör twee Stünnen weren dor twee rode Hööd op dissen Disch.
We are busy preparing for our wedding and honeymoon.	Wi harrn dor mit to doon, allens för uns Hochtied un Honnigmaand praat to maken.
When I hear this song, I think of you, and miss you.	Wenn ik dit Leed höör, denn denk ik an di un miss di.
Daniel Gabriel Fahrenheit was born in 1686 in Danzig.	Daniel Gabriel Fahrenheit is 1686 in Danzig boren.
He bribed that politician with a great deal of money.	He deed den Politiker mit en groten Hümpel Geld smeren.
He couldn't speak because the audience was too noisy.	He kunn nich snacken, vonwegen dat de Tokiekers to luud weren.
I am highly honored by the presence of the president.	Dat is för mi en grote Ehr, dat vondaag de Präsident dor is.
I could hardly believe my ears when I heard the news.	Ik kunn mien Ohren kuum glöven, as ik de Narichten höört heff.
One drop of this poison is enough to kill 160 people.	Een Druppen von dat Gift reckt üm 160 Lüüd ümtobringen.
The principal shook hands with each of the graduates.	De Rekter deed elkeen von de Schoolafgängers de Hannen schüdden.
You should look after the children from time to time.	Du schusst af un to maal na de Kinner kieken.
You should look over the contract before you sign it.	Du schusst di den Verdrag dörkieken, ehrdat du em ünnerschriffst.
A lot of children don't hear the difference very well.	Veel Kinner höört den Verscheel nich so good.
He took care of the business after his father's death.	Na sien Vader sien Dood hett he sik üm dat Geschäft kümmert.
This caterpillar will turn into a beautiful butterfly.	Disse Ruup schall woll en smucken Botterlicker warrn.
All horses are animals, but not all animals are horses.	All Peer sünd Deerten, man nich all Deerten sünd Peer.
How is it that you know so much about Japanese history?	Wo kummt dat, dat du so veel von japaansche Geschicht afkennst?
I can't turn the shower off. Could you check it for me?	Ik kann de Duusch nich utkriegen. Kannst du dat för mi nakieken?
I had to study hard to keep up with the other students.	Ik müss driest lehren, dat ik mit de annern Schölers mithollen kunn.
If you cut the tail off of a lizard, it will grow back.	Wenn du en Eerdkrüper den Steert afsniddst, denn wasst he wedder na.
She looks young, but actually she's older than you are.	Se sütt jung ut, aver in Würklichkeid is se öller as du.
Speak louder. Your grandfather's hearing isn't so good.	Snack luder. Dien Opa höört nich mehr so good.
The doctor recommended that you should give up smoking.	De Dokter rekumdeer, dat du dat Smöken opgeven schusst.
There are a lot of stars which are larger than our sun.	Dat gifft veel Steerns, de grötter as uns Sünn sünd.
Tom has never dated a girl whose name ends with an "s."	Tom is nie mit en Deern utgahn, de ehr Naam achtern en „s“ harr.
I can tell you nothing more. I've already said too much.	Ik kann di nich mehr vertellen. Ik heff al toveel seggt.
I was curious to know why people had been staring at me.	Ik wull geern weten, worüm as mi de Lüüd angluupt harrn.
If I had known her address, I would have written to her.	Harr ik ehr Adress weten, harr ik ehr schreven.
She tries to keep up with what is going on in the world.	Se versöcht an ’n Ball to blieven, wat op de Welt so vör sik geiht.
The Panama Canal connects the Atlantic with the Pacific.	De Panama-Kanaal verbinnt den Atlantik mit ’n Pazifik.
The captain is responsible for the safety of passengers.	Dat is ’n Koptein sien Opgaav, dat de Fohrgäst seker sünd.
We associate Darwin's name with the theory of evolution.	Wi verbinnt Darwin sien Naam mit de Evolutionstheorie.
You should spend more time outside and less time inside.	Du schusst mehr Tied buten tobringen un weniger binnen.
Your mother must have been beautiful when she was young.	Diene Moder mutt smuck wesen hebben, as se jung weer.
Everyone would like to believe that dreams can come true.	Jedereen will geern glöven, dat Drööm wohr warrn köönt.
He used all his strength to crawl out of the wrecked car.	He deed all sien Knööv bruken, üm ut dat Autowrack to krupen.
How tall do you think my daughter will be in three years?	Wat meenst du, wo groot miene Dochter in dree Johr wesen schall?
There are many politicians who don't keep their promises.	Gifft veel Politikers, de jemehr Verspreken nich hollen doot.
A child who has lost both his parents is called an orphan.	En Kind, dat siene beiden Öllern verloren hett, heet Weetkind.
A nuclear war will bring about the destruction of mankind.	En Atoomkrieg warrt den Ünnergang von de Minschheid bringen.
He is French by birth, but he is now a citizen of the USA.	He is von Geboort Franzoos, man nu is he en Börger von de USA.
I used to drink a lot of cola, but now I drink only water.	Ik heff jümmer veel Cola drunken, man nu drink ik bloot noch Water.
She wanted to die because she couldn't satisfy her parents.	Se wull starven, vonwegen dat se ehr Öllern nich tofreden maken kunn.
She's only two years old, but she can already count to 100.	Se is man twee Johr oold, aver kann al bet hunnerd tellen.
Tell me the reason why you want to live in the countryside.	Segg mi den Grund, worüm as du op ’n Lannen leven wullt.
They were all so tired that they could do nothing but yawn.	Se weren all so mööd dat se anners nix as jappen kunnen.
I have a cat and a dog. The cat's black and the dog's white.	Ik heff en Katt un en Hund. De Katt is swart un de Hund is witt.
Nobody knows what it is that has been bothering him so much.	Nüms weet, wat em so pieren deed.
Our school has accepted three Americans as exchange students.	Uns School hett dree Amerikaners as Uttuuschschölers opnahmen.
You say Nessie is an imaginary being, but I think she exists.	Du seggst, Nessie is man en inbillit Wesen, man ik segg, dat ehr dat gifft.
I don't care if the early bird gets the worm, I want to sleep.	Dat kehrt mi nich, dat de fröhe Vagel den Worm fangt, ik will slapen.
I have a cat and a dog. The cat is black and the dog is white.	Ik heff en Katt un en Hund. De Katt is swart un de Hund is witt.
On a good day, you can see the coast of Estonia from Helsinki.	An en goden Dag kannst du von Helsinki ut de Küst von Eestland sehn.
You might not like this beer at first. It's an acquired taste.	Dat Beer smeckt di villicht toeerst nich. Man mutt sik an ’n Smack wennen.
Do you have any idea how many people died when the Titanic sunk?	Weetst du, woveel Lüüd doodbleven sünd, as de Titanic ünnergahn is?
The Balkan Mountain range runs across Bulgaria from west to east.	De Balkan-Bargkeed löppt von West na Oost dör Bulgarien.
I usually take a shower after I play tennis, but today I couldn't.	Normalerwies duusch ik na ’n Tennis, man vondaag kunn ik nich.
The poor old man became so thin that now he's just skin and bones.	De arme ole Mann is so dünn worrn, dat he man noch Huud un Knaken is.
They looked at the photo taken of me when I was a boy and laughed.	Se hebbt sik dat Foto von mi as lütt Jung ankeken un lacht.
A molecule of water is made up of one oxygen and two hydrogen atoms.	En Watermoküül besteiht ut een Suurstoff- un twee Waterstoff-Atooms.
Generally speaking, girls are better at learning languages than boys.	In ’t Allgemeen sünd Deerns beter bi ’t Spraken lehren as Jungs.
The train was so packed that I had to stand up during the whole trip.	De Tog weer so proppenvull, dat ik de ganze Fohrt stahn müss.
His favorite baseball team is the Giants, but he likes the Lions, too.	Sien leevste Baseball-Mannschop sünd de Giants, man he mag de Lions ook.
She persuaded him to do it even though she knew it wasn't a good idea.	Se deed em övertügen, dat to doon, ofschoonst se wüss, dat dat keen gode Idee weer.
Chimpanzees normally have their first child at age 13, humans at age 19.	Schimpansen hebbt jemehr eerst Kind mit 13, Minschen mit 19.
The tooth fairy teaches children that they can sell body parts for money.	De Tähnfee lehrt Kinner, dat se Delen von jemehr Liev för Geld verköpen köönt.
In countries such as Norway and Finland, they have lots of snow in the winter.	In Länner so as Noorwegen un Finnland hebbt se in ’n Winter en Hümpel Snee.
A man with a watch knows what time it is, a man with two watches is never sure.	En Mann mit een Klock weet jümmer, wat de Tied is. En Mann mit twee Klocken is nie nich wiss.
