Who?	Hvem?
My mother visits the dentist's every other day to get her teeth fixed.	Min mor går til tannlegen annenhver dag for å få fikset tennene.
People were lined up around the block waiting for the theater to open.	Folk stod i kø rundt blokken mens de ventet på at teateret skulle åpne.
A dachshund is a dog from Germany with a very long body and short legs.	Dachshund er en hund fra Tyskland med veldig lang kropp og korte bein.
I think it's strange that no one is on the street this time of the day.	Jeg synes det er rart at ingen ute i gaten på denne tiden av døgnet.
It is important to try to get along with people from foreign countries.	Det er viktig å prøve å komme overens med folk fra andre land.
It was not until I left school that I realized the importance of study.	Først etter å ha fullført utdannelsen min innså jeg hvor viktig det er å studere.
It will make little difference whether you go there by taxi or on foot.	Det gjør liten forskjell om du tar drosje eller går dit.
The robots never get sick or complain and they can work 24 hours a day.	Robotene blir aldri syk og klager aldri, og de kan jobbe 24 timer om dagen.
As I missed the train, I had to wait for the next one for about an hour.	Siden jeg kom for sent til toget, måtte jeg vente ca en time på det neste.
I wish you would tell me what I ought to do in this difficult situation.	Jeg skulle ønske at du kunne fortalt meg hva jeg burde gjøre i denne vanskelige situasjonen.
Over 4 million Australians communicate in a language other than English.	Mer enn fire millioner australiere kommuniserer andre språk enn engelsk.
If you keep spending money like that, you'll be broke before you know it.	Hvis du fortsetter å bruke penger på den måten, vil du være blakk før du vet ordet av det.
This is a picture of the first train that ran between Tokyo and Yokohama.	Dette er et bilde av det første toget som gikk mellom Tokyo og Yokohama.
Tom would have missed the train if he had stopped to buy a chocolate bar.	Tom ville ha mistet toget om han hadde stoppet for å kjøpe en sjokolade.
I see that your manners haven't exactly improved in the last twenty years.	Jeg ser at mannerene dine ikke akkurat har forbedret seg de siste tjue årene.
I would like to buy this watch, but unfortunately it's just too expensive.	Jeg ønsker å kjøpe denne klokken men dessverre er den altfor dyr.
Recently the demand for this product has increased faster than the supply.	Etterspørselen etter dette produktet har vokst raskere enn tilbudet i det siste.
Two years ago Tom and Mary split up, but recently they got together again.	Tom og Mary slo opp for to år siden, men nylig ble de sammen igjen,
Because of the bad weather, the plane's departure was delayed by two hours.	På grunn av det dårlige været ble flyets avgang forsinket med to timer.
I bought flowers because I am going to visit my grandmother this afternoon.	Jeg kjøpte blomster fordi jeg skal besøke min bestemor i ettermiddag.
Globally, around 26 million tons of plastic ends up in the ocean every year.	Globalt er det circa 26 millioner tonn plast som ender opp i havet hvert år.
Resentment is like drinking poison, and then hoping it will kill your enemy.	Avsky er som å drikke gift, og deretter håpe at det vil drepe din fiende.
The letter Tom received said that he should return home as soon as possible.	Brevet Tom fikk sa han burde komme hjem igjen fortest mulig.
Until the teacher appeared, the children were running amok in the classroom.	Frem til læreren dukket opp, gikk barna amok i klasserommet.
"Are you still dating Tom?" "No, we broke up at the beginning of last month."	"Er du fremdeles sammen med Tom?" "Nei, vi slo opp i begynnelsen av forrige måned."
Air as well as sunlight is, needless to say, indispensable to our daily life.	At luft så vel som sollys er uunnværlig, sier seg selv.
I wish I could figure out how to finish this project without asking for help.	Jeg skulle ønske jeg kunne finne ut hvordan jeg kan gjøre ferdig dette prosjektet uten å spørre etter hjelp.
I'd like to ask you some questions about some of the people who work for you.	Jeg vil gjerne stille deg noen spørsmål om noen av personene som jobber for deg.
My father believed that anyone who could not make a living in Japan was lazy.	Faren min trodde at folk som ikke greide å tjene til livets opphold i Japan var late.
Remember to check to make sure the gas has been turned off before you go out.	Husk å sjekke om gassen har blitt skrudd av før du går ut.
I've had a scratchy throat since this morning. I wonder if I've caught a cold.	Jeg har klødd i halsen siden i morges. Jeg lurer på om jeg har blitt forkjølet.
In the end, Tom had to bite the bullet and take responsibility for his actions.	Tom måtte til slutt bite i det sure eple og ta ansvar for sine handlinger.
My father is a native French speaker and my mother is a native English speaker.	Faren min har fransk som morsmål, og moren min har engelsk som morsmål.
I was given a nasty look when I asked for my prescription at the local doctor's.	Jeg ble slengt et stygt blikk da jeg spurte etter resepten min på det lokale legekontoret.
The average American living space is twice as large as the living space in Japan.	Det gjennomsnittlige amerikanske boarealet er dobbelt så stort som det japanske.
I wish I could figure out how to get my car painted without paying a lot of money.	Jeg skulle ønske jeg kunne finne ut hvordan jeg kan få bilen min lakkért uten å betale mye.
Mary suffered from severe postnatal depression after the birth of her first child.	Mary led av alvorlig postnatal depresjon etter å ha født hennes første barn.
"Are you and Tom still together?" "No, we split up at the beginning of last month."	"Er du fremdeles sammen med Tom?" "Nei, vi slo opp i begynnelsen av forrige måned."
Douglas Engelbart, the inventor of the computer mouse, was born on this day in 1925.	Douglas Engelbart, oppfinneren av datamusen, var født på denne dagen i 1925.
I've got better things to do with my time than to sit here and listen to you complain.	Jeg har bedre ting å gjøre enn å sitte her og høre på at du klager.
I suggest we both leave now and leave Tom and Mary to discuss this problem on their own.	Jeg foreslår at vi begge går nå, og lar Tom og Mary diskutere dette problemet på egen hånd.
It hurt so much I could have screamed, but I gritted my teeth and bravely bore the pain.	Det gjorde så vondt at jeg kunne ha hylt, men jeg gnisset tenner og holdt modig ut smerten.
When darkness falls, the baboons return to the trees to sleep, safe from night prowlers.	Når mørket faller, vender bavianene tilbake til trærne for å sove, trygg fra nattens jegere.
When you expect to get something for nothing, the only person you're fooling is yourself.	Når du forventer å få noe for intet, lurer du kun deg selv.
History is like a waltz, eternally following the three steps of war, peace and revolution.	Historien likner vals: den følger evig de tre trinnene krig, fred og revolusjon.
I know some of you want to go back to the way things were, but that's not going to happen.	Jeg vet at noen av dere ønsker å gå tilbake til slik ting var før, men det kommer ikke til å skje.
You're the only person I know who doesn't take some kind of medicine at least once a week.	Du er den eneste personen jeg kjenner som ikke tar en eller annen medisin minst en gang i uken.
All of your accusations are without foundation. She's innocent and we're going to prove it.	Dine beskyldninger har ikke bunn i virkeligheten. Hun er uskyldig og vi skal bevise det.
I know that I should sleep for at least eight hours per day. However, usually I sleep less.	Jeg vet at jeg burde sove minst åtte timer i døgnet, men jeg sover vanligvis mindre enn det.
I'm afraid I'll have to disappoint you. I don't feel like participating in this discussion.	Jeg må dessverre skuffe deg. Jeg føler ikke for å delta i diskusjonen.
Tom's an irritating person to work with because he'll never admit it when he's made a mistake.	Det er irriterende å jobbe med Tom fordi han aldri innrømmer sine feil.
Carbon monoxide is a poisonous substance formed by the incomplete combustion of carbon compounds.	Karbonmonoksid er et giftig stoff som dannes ved ufullstendig forbrenning av karbonforbindelser.
There's a huge difference between "making oneself understood" and "completely mastering English."	Det er en enorm forskjell mellom "å gjøre seg forstått" og "å fullstendig mestre engelsk".
There were three hundred cardboard boxes filled with old clothes ready to be sent to the disaster area.	Tre hundre pappesker fylt med gamle klær stod klare til å bli sendt til katastrofeområdet.
He began to suspect something was wrong when the seller didn't allow him to test the item before buying it.	Han begynte å lukte ugler i mosen når selgeren ikke ville la ham teste produktet før han kjøpte det.
Tom thought his violin was a Stradivarius because the name Stradivarius was on the label inside his violin.	Tom trodde fiolinen sin var en Stradivarius fordi navnet Stradivarius stod skrevet på etiketten inni fiolinen.
When I get the milk out of the fridge, I close the fridge door by giving it a shove with my elbow. How do you do it?	Når jeg henter melk fra kjøleskapet, lukker jeg døren ved å gi den en dytt med albuen. Hvordan gjør du det?
When Tom told Mary to feel right at home, he was secretly hoping that she'd go and wash up the dishes in the kitchen.	Når Tom ba Mary ta seg til rette, håpet han innerst inne at hun skulle gå til kjøkkenet for å ta oppvasken.
My friend recommended that I shouldn't buy an iPad yet, but to wait until I see what Apple's competitors come out with.	Vennen min anbefalte meg å ikke kjøpe en iPad ennå, men vente og se hva konkurrentene til Apple kommer med.
