Go.	Gitmek.
Tom lives in a small town on the outskirts of Boston.	Tom Bostonyň eteginde kiçi bir obada ýaşaýar.
Tom thought that he'd found the perfect hiding place.	Tom gowy bir gizlenmek üçin ýer tapdy we oýlandy.
Tom wasn't the one who told me you wanted to do that.	Şuny etmek isleýändigiňi aýdan bir Tom däl.
Tom wasn't the one who told me you wanted to do that.	Tom şuny etmek isleýändigiňi aýdanlaryň biri däl.
Can I talk to you about something that's bothering me?	Meni gaharlandyran zat barada siz bilen gürleşip bilerinmi?
Do you think it would be better to write Tom a letter?	Seniñ pikiriñçe Toma hat ýazsam gowy bolarmy?
Do you think it would be better to write Tom a letter?	Siziñ pikiriñizçe Toma hat ýazsam gowurak bolarmy?
Don't forget to take the medicine the doctor gave you.	Lukmanyň beren dermanyny içmegi unutma.
Don't you think it's wrong to cheat on an examination?	Synagda göçürmek ýalňyşdyr diýip pikir edeňokmy?
Don't you think it's wrong to cheat on an examination?	Synagda göçürmek ýalňyşdyr diýip pikir edeňzokmy?
Even if I wanted to do that, I don't have enough time.	Eger men ony etmek islesemem, meñ oña ýeterlik wagtym ýok.
I am looking at the matter from a different viewpoint.	Men bu meselä başga bakyşdan garaýaryn.
I don't think that Tom knows how Mary feels about him.	Tom Marynyň onuň barada nähili duýýandygyny bilýändir öýtmeýärin.
I don't think that Tom will be in Australia next week.	Men Tomyň indiki hepde Awstraliýada boljagyny pikir edemok.
I want to know whether or not you'll be ready by 2:30.	2:30 çenli taýyn bolup-bolmajagyñy bilmek isleýärin.
Tom asked if I wanted to go to a party and I said yes.	Tom oturylyşyga gidesiñ gelýarmi diýip sorady, menem howa diýdim.
Tom doesn't seem to be as relaxed as Mary seems to be.	Tom Mery ýaly arkaýyn bolup bilenokdy.
Tom whispered something to Mary and she left the room.	Tom Merynyñ gulagyna bir zat pyşyrdady welin ol otagdan çykyp gitdi.
We could make it on time if we walked a little faster.	Eger birazajyk çalt ýörän bolsak, wagtynda ýetişip bilerdik.
We've got three major problems that need to be solved.	Bizde çözülmeli 3 sany esasy meselämiz bar.
We've got three major problems that need to be solved.	Bizde 3 sany çözülmeli esasy meselämiz bar.
What's going to happen when they find out what we did?	Haçanda olar biziň näme iş edendigimiz barada bilseler, näme bolarka?
You want to be finished doing that by 2:30, don't you?	Siz bu zady 2:30-a çenli edip gutarmak isleýärsiňiz, şeýle dälmi?
Your suggestion that we should help Tom is a good one.	Señ Toma biziñ kömek etmeli diýen teklibiñ gaty gowy.
Even though I slept for twelve hours, I'm still sleepy.	Men 12 sagat yatanyma seretmezden, men henizem ukyda
I didn't have to tell Tom twice what needed to be done.	Edilmeli işi Toma iki gezek aýtmagymyñ geregi ýok.
I didn't think you were going to have to do that again.	Seniň buny ýene-de etmeli boljakdygyňy pikir etmändim.
I don't think that I know anybody who can speak French.	Fransuzça gürläp bilýän kimdir birini bilýändirin öýtmeýärin.
I don't want to live in Australia for more than a year.	Men Awstraliýada bir ýyldan kän ýaşamak islämok.
I saw Tom in the mirror so I turned around and said hi.	Tomy aýnada gördüm we şonuň üçin yzyma dolandym we salam berdim.
I should've waited until Monday to come back to Boston.	Bostona gelmek üçin Duşenbä çenli garaşmaly ekenim.
I think you know that Tom isn't going to be here today.	Sen Tomuň şu gün bu ýerde bolmajagyny bilýärmikäň diýýärin.
I think you know that Tom isn't going to be here today.	Siz Tomuň şu gün bu ýerde bolmajagyny bilýärmikäňiz diýýärin.
I would rather read a book at home than go out tonight.	Bu gije daşary çykandan,öýde kitap okamagy isleýän
They don't worry about what's going to happen tomorrow.	Olar ertir näme bolarka diýip ünji hem edenoklar.
Tom couldn't understand why she wanted to learn French.	Tom näme üçin onuň fransuzça örenmek isländigine düşünip bilmedi.
Tom didn't want to tell anybody about what he had done.	Tom özüniň näme edendigini hiç kime aýtmak islemedi.
Tom said that he thought Mary needed to get more sleep.	Tom Meriniñ ýatyp dynjyny almalydygyny aýtdy.
Tom told me that he thought that Mary would be at home.	Tom maňa Marynyň öýde boljakdygyny düşünendigini aýtdy.
Tom told me that he thought that Mary would be curious.	Tom maňa Marynyň bilesigeliji boljakdygyny düşündigini aýtdy.
Tom told me that he thought that Mary would be jealous.	Tom maňa Marynyň gysganç boljakdygyny düşünýändigini aýtdy.
Tom was born on the same day that his grandfather died.	Tom atasy ölen gün doguldy.
We don't have enough money to go to Boston by airplane.	Bostona uçarly gitmäge bizde ýeterlik pul ýok.
Why don't you let Tom know you aren't going to do that?	Näme üçin siz şony etmejegiňizi Toma aýdaňzok?
Why don't you let Tom know you aren't going to do that?	Näme üçin sen şony etmejegiňi Toma aýdaňok?
You'll save yourself a lot of time if you take the car.	Eger ulagy alsañ köp wagtyñy tygşytlarsyñ.
Apparently, Tom will be going to a university in Boston.	Belli boluşy ýaly Tom Bostondaky uniwersitede gitmelidi.
By the time the ambulance arrived, Tom was already dead.	Tiz kömek gelýänçe, Tom eýýäm aradan çykdy.
I don't know anyone I can practice speaking French with.	Fransuzja gepleşip praktika edip biljek ýaly adam tanamok.
I don't think that Tom will be using his umbrella today.	Me[ pikirimçe Tom bu gün saýawanyny ulanmasa gerek.
I just wanted to make sure I hadn't done anything wrong.	Men diňeje hiç hili ýalňyşlyk goýbermändigimden ynamdar bolmak isledim.
I think that Tom doesn't really need to do that anymore.	Tomyň buny indiden beýläk etmesi hökman dälmikä öýdýän.
I wouldn't have visited Boston if Tom hadn't told me to.	Men Bostony görmäge gitmezdim, eger-de Tom maňa aýtman bolsa.
I wouldn't work in Australia even if you paid me double.	Sen maňa hatda iki esse artyk tölänem bolsaň, men Awstraliýada işlemezdim.
I wouldn't work in Australia even if you paid me double.	Eger siz maňa iki esse artyk tölänem bolsaňyz, men Awstraliýada işlemezdim.
Instead of going to Australia, I'm going to New Zealand.	Awstraliýa gitmegiñ ýerine men Täze Zelandiýa gidýärin.
It was actually a lot more fun than I expected it to be.	Aslynda ol meniň çak edeşimden hem gyzykly boldy.
It would probably be interesting to do that by yourself.	Belki-de ol işi özüň ýerine ýetirseň gyzykly bolardy.
It'll be a long time before I can afford to buy a house.	Öý satyn almaga pulum ýetýänçä, kän wagt geçer.
My uncle gave me some good advice when I was in trouble.	Meniň daýym maňa betbagtçylykda wagtym gowy maslahat berdi.
The girl wanted to tell him the truth, but she couldn't.	Gyz oňa hakykady aýtjak boldy welin, ýöne aýdyp bilmedi.
Tom and I didn't like each other when we were teenagers.	Tom we men ýetginjek wagtymyz biri- birimizi halamyzokdyk.
Tom and Mary have the same father but different mothers.	Tom we Mary bir kakasy bar emma aýry-aýry ejeleri bar.
Tom couldn't understand why Mary had made that decision.	Tom Marynyň şo karary alanyna düşünip bilmedi.
Tom doesn't have to tell me anything he doesn't want to.	Tom islemeýän zadyny maña aýtmaga mejbur däl.
Tom said that he thought that he was too old to do that.	Tom özüniň muny etmäge aşa uly ýaşly diýip pikir edendigini aýtdy.
Tom said that he was going to attend tomorrow's meeting.	Tom ertirki duşuşyga gatnaşjakdygyny aýtdy.
Tom says that he'll study French with Mary this evening.	Tom Meri bilen şu gün agşam fransuz dilini öwrenjekdigini aýdýar.
Tom told me that he thought that Mary would be confused.	Tom maňa Marynyň kellesiniň çaşandygyny düşünýändigini aýtdy.
Tom will get back from Australia this week or next week.	Tom Awstraliýadan şu hepde ýa-da indiki hepde geler.
Change into some old clothes before you clean the garage.	Garažy arassalamazdan öñ köne eşikleri geýiñ.
Every student is supposed to know the school regulations.	Her bir okuwçy mekdebiň düzgünlerini bilmeli.
Everyone should get out of here before someone gets hurt.	Biriniñ bir ýerine bir zat bolmazdan hemmäni bu ýerden çykarmaly.
Had he tried it once more, he would have succeeded in it.	Ýene bir gezek synanyşan bolsa, üstünlik gazanardy.
I don't have enough money to pay all my bills this month.	Bu aý ähli töleglerimi tölemek üçin ýeterlik pulum ýok.
I don't know anybody I can practice speaking French with.	Fransuzça gürleşip praktika eder ýaly adam bilemok.
I had some interesting experiences while I was traveling.	Syýahat edenimde mende gaty gyzykly terjibe geçdi.
It was not until the baby was fed that he stopped crying.	Çagajyk naharlanýança aglamasyny goýmady.
It's annoying to hear people talking loudly in a library.	Bir kitaphanada gaty sesli okanlary diňlemek nerwiňi oýnadýar.
Tom came to France with the intention of studying French.	Tom Fransuzça öwrenmek niýeti bilen Fransiýa geldi.
Tom can take his time. Tell him there's no need to hurry.	Tom islänine çenli wagty ýitirip biler,oña gyssanmamagyny aýt.
Tom can't stay for long so let's get the meeting started.	Tom uzak wagtlap oturyp bilmeýär şonuň üçin ýygnay başlataly.
Tom couldn't understand why Mary never came to visit him.	Tom Marynyň ony hiç görmäge gelmedigine düşünip bilmedi.
Tom had better hurry if he wants to get home before dark.	Tom howa garañky bolmazdan öýe gelmek islese çaltrak gelsin.
Tom lives in Boston with his wife and his three children.	Tom,aýaly we üç çagasy bilen Bostonda ýaşar.
Tom should try not to say anything that'll make Mary cry.	Tom Maryny aglatýan hiçbir zat geplememeli.
Tom told me that he thought that Mary would be impartial.	Tom maňa Marynyň tarapsyz boljakdygyny düşündigini aýtdy.
Tom took his key out of his pocket and unlocked the door.	Tom kisesinden açary çykardy-da gapyny açdy.
Tom's house looked like it hadn't been cleaned for years.	Tomuñ öýi ýyllardan bäri arassalanmadyk ýaly görünýärdi.
We should be able to do a lot better than this next time.	Indiki gezek mundan hem gowysyny etmegimiz gerek bolup biler.
We're supposed to try to solve our problems by ourselves.	Biz öz meselelerimizi özümiz çözmeli.
Which do you think have more vitamin C, apples or grapes?	Seniñ pikiriñçe haýsysynda witamin C bar, almadamy ýa-da üzümde?
Which do you think have more vitamin C, apples or grapes?	Sen haýsysynda witamin C bardyr öýdýäñ, almadamy ýa-da üzümde?
According to the paper, there was an earthquake in Mexico.	Bu ýazga görä, Meksikada ýer titreme bolupdyr.
Don't let Tom eat dessert until he's eaten his vegetables.	Toma gök önümleri iýip bolmazyndan öñ süýji berme.
Eventually, Tom will tell me where he buried the treasure.	Soñunda Tom maña hazynany nirä gömendiginiñ ýerini aýtjak.
Have you told Tom about what happened yesterday at school?	Düýn mekdepde näme bolandygy hakda Toma bir zat diýdiñmi?
I don't think that Tom realizes how difficult this job is.	Tom bu işiň nähili kyndygana düşünýardir öýdemok.
I think I would've heard the door open if Tom had come in.	Belkim Tom içeri girse,men gapynyñ açylandygyny bilerdim.
I think people should stop using disposable shopping bags.	Meniñçe indi adamlar bir gezek ulanyp bolýan paketleri ulanmagy goýmalylar.
I want the whole world to know we're going to get married.	Men biziň toýumyzy çar dünýäniň eşitmesini isleýärin.
If you'd been there, we would've had a good time together.	Eger ol ýerde bolsadyñ bilelikde hezil ederdik.
Is there any place around here where I can rent a bicycle?	Bu ýerlerde welosipet kireýine alyp biljegim ýer barmy?
It's likely to take more than a week to finish doing this.	Muny edip gutarmak bir hepteden köp wagt alyp biler.
Some people think that French is a hard language to learn.	Birnäçe adamlar Fransuzçany öwrenmegi kyn dil diýip oýlaýarlar.
The university was founded by his father twenty years ago.	Uniwersitetiň düýbi onuň kakasy tarapyndan ýigrimi ýyl mundan ozal tutuldy.
The university was founded by his father twenty years ago.	Uniwersitet onuň kakasy tarapyndan ýigrimi ýyl mundan ozal döredildi.
Tom already knows that Mary doesn't plan to be here today.	Tom eýýäm Merynyñ bu gün bu ýere gelmegi meýilleşdirmeýändigini bilýär.
Tom couldn't unlock the door because he had the wrong key.	Tom gapyny gulplap bilmedi, sebäbi ýalňyş açary bardy.
Tom didn't tell me that he didn't have a driver's license.	Tom sürüjilik şahadatnamasy ýokdugyny maña aýtmady.
Tom didn't tell me what the meeting was going to be about.	Tom maña ýygnagyñ näme hakynda boljakdygyny aýtmady.
Tom doesn't think Mary will be present at today's meeting.	Tom bu ýygnaga Mery geler diýip pikir edenok.
Tom is much closer to his mother than he is to his father.	Tom ejesine kakasyndan örän ýakyn.
Tom realized he wasn't tall enough to reach the top shelf.	Tom ýokarky polka elini ýetirmek üçin özüniň onçakly uzyn boýly däldigine göz ýetirdi.
Tom says he has to go to Australia the day after tomorrow.	Tom özüniň birigün Awstraliýa gitmeligini aýdýar.
Tom told me that he thought that Mary would be here later.	Tom maňa Marynyň biraz wagtdan soň bu ýerde boljakdygyny düşündigini aýtdy.
Tom told me that he thought that Mary would be interested.	Tom maňa Mrynyň gyzyklanjakdygyny düşündigini aýtdy.
You should have locked, or at least closed, all the doors.	Hemme gapylary gulplamaly,iň azyndan ýapyp goýmaly.
Can't you tell the difference between butter and margarine?	Mesge bilen margariniñ tapawudyny aýdyp bileñokmy?
I can't concentrate if you keep tapping me on the shoulder.	Boýnumdan urmaga dowam etseň ümsüm bolup bilmerin.
I wonder if Tom really wanted to go to Australia with Mary.	Tom Awstraliýa hakykatdanam Mery bilen gidesi gelendigini bilesim gelýär.
I'm not sure I understand exactly what you're trying to do.	Näme edýäniñ barada pikirim ýok.
