Who?	چه کسی؟
At first, he thought English very difficult, but now he thinks it is easy.	در ابتدا، او فکر می کرد انگلیسی خیلی سخت است، اما اکنون او فکر می کند آسان است.
I remember Tom telling me about the time he and Mary had climbed Mt. Fuji.	یادم می آید تام برایم راجع به زمانی می گفت که او و ماری قله فوجی را فتح کرده بودند.
What you spend time doing in your childhood affects the rest of your life.	آنچه تو در دوران کودکی وقت خود را صرف آن می کنی، بر بقیه زندگیت تاثیر دارد.
Last summer, I finally left the firm that I had joined twelve years before.	تابستان گذشته، بالاخره من شرکتی را که بیست سال پیش به آن ملحق شده بودم، ترک کردم.
From the time he was a small boy, Tom knew that he wanted to be a policeman.	تام از زمانی که پسر کوچکی بود، میدانست که می خواهد یک پلیس شود.
Statistics suggest that the population of this town will double in five years.	آمار نشان می دهد که جمعیت این شهر در طی پنج سال، دو برابر خواهد شد.
Tom got out in front of the library and waited while Mary went to park the car.	تام رفت بیرون روبروی کتابخانه منتظر ماند تا ماری برود ماشین را پارک کند.
As Tom and Mary spent time together, they began to get to know each other better.	تام و ماری طی دورانی که باهم سپری می کردند، شروع به بهتر شناختن هم کردند.
The police thought the victim was Tom, but they were unable to identify the body.	پلیس گمان می کرد قربانی تام است، اما آنها نتوانستند جسد را شناسایی کنند.
The rights of every man are diminished when the rights of one man are threatened.	زمانی که حقوق یک انسان مورد تهدید قرار گیرد؛ حقوق همه انسان ها نقصان خواهد یافت.
"What a nice surprise," Tom said as he opened the door and saw Mary standing there.	«خوب غافلگیرم کردی.» تام این را هنگامی گفت که در را باز کرد و دید ماری آنجا ایستاده است.
"What a nice surprise," Tom said as he opened the door and saw Mary standing there.	«چه مژده ی خوبی.» تام این را هنگامی گفت که در را باز کرد و دید ماری آنجا ایستاده است.
Some people bring joy wherever they go, and some people bring joy whenever they go.	بعضی‌ها هرجا می‌روند شادی می‌آورند، و بعضی‌ها هروقت می‌روند شادی می‌آورند.
Work and play are words used to describe the same thing under differing conditions.	کار و بازی کلماتی هستند که برای توصیف یک چیز در شرایط متفاوت استفاده می‌شوند.
Tom and Mary were in the middle of a heated argument when John walked into the room.	تام و ماری وسط مجادله ی داغی بودند که جان به درون اتاق قدم گذاشت.
Democracy is the worst form of government, except all the others that have been tried.	دمکراسی بدترین نوع حاکمیت است، البته به جز انواع دیگر که امتحان شده‌اند.
Tom claimed that he didn't know his beach house was being used for illegal activities.	تام ادّعا کرد که نمی‌دانسته خانه‌ی ساحلی اش برای فعالیت‌های غیرقانونی استفاده می‌شده است.
It occurred to me while I was waiting for Tom that maybe I shouldn't have invited Mary.	همانطور که منتظر تام بودم، به ذهنم خطور کرد که شاید بهتر بود ماری را دعوت نمی کردم.
The police spent hours searching Tom's place, but they couldn't find the murder weapon.	پلیس ساعتها اقامتگاه تام را گشت، امّا آنها نتوانستند چیزی بیابند.
The police spent hours searching Tom's place, but they couldn't find the murder weapon.	پلیسها ساعتها اقامتگاه تام را گشتند، امّا نتوانستند چیزی بیابند.
I had to change clothes because what I was wearing wasn't appropriate for the situation.	من باید لباسامو عوض میکردم چون چیزی که پوشیده بودم مناسب اون وضعیت نبود.
Whenever you find yourself on the side of the majority, it is time to pause and reflect.	هر زمان که خود را در طرف اکثریت یافتید، زمان آن است که مکث کنید و بیاندیشید.
Sometimes I think I'll never be on my own. Both of my parents always seem to need my help.	بعضی وقت‌ها فکر می‌کنم هیچ وقت به حال خودم نخواهم بود. پدر و مادرم هر دو انگار همیشه به کمک من احتیاج دارند.
If you really want to do something, you'll find a way. If you don't, you'll find an excuse.	اگر واقعاً بخواهی کاری را انجام دهی، راهی را خواهی یافت. اگر نخواهی کاری را انجام دهی، بهانه ای خواهی یافت.
If we don't receive Tom's reply within the next three days, I think we should write him again.	اگر در سه روز آینده پاسخ تام به دستمان نرسد، به نظرم باید دوباره برایش نامه بنویسیم.
