Run!	Chạy!
The view from the mountain top was spectacular.	Quang cảnh nhìn từ trên đỉnh núi xuống vô cùng ngoạn mục.
There's nothing more important than friendship.	Không có gì quan trọng hơn tình bạn.
There's nothing more important than friendship.	Không gì quan trọng hơn tình bạn.
They had to promise to obey the laws of Mexico.	Họ đã thề sẽ tuân theo luật cuả Mexico.
They're going to tell me the results on Monday.	Họ sẽ cho tôi biết kết quả vào thứ Hai.
This book is so difficult that I can't read it.	Vì sách này quá khó nên tôi không đọc được.
Tom had no intention of ever seeing Mary again.	Tom không có ý định gặp lại Mary nữa.
Tom has to go to Boston the day after tomorrow.	Ngày kia Tom phải đi đến Boston.
Tom isn't really interested in Greek mythology.	Tom không thực sự có hứng thú về thần thoại Hy Lạp.
Tom kept working even though he was very tired.	Tom vẫn cố làm cho dù cậu ấy rất mệt.
Tom said he thought he had forgotten something.	Tom nói là anh ấy có cảm giác mình đã quên một điều gì đó.
Tom spends less time studying French than I do.	Tom dành ít thời gian học tiếng Pháp hơn tôi.
Tom thinks Mary will never come back to Boston.	Tom nghĩ rằng Mary sẽ không bao giờ quay trở lại Boston.
Tom tried to convince Mary to dye her hair red.	Tom cố thuyết phục Mary nhuộm tóc đỏ.
Tricycles are banned in some cities in Vietnam.	Xe ba gác bị cấm tại một vài thành phố ở Việt Nam.
We have more apples than we could eat in a day.	Tôi có nhiều táo đến nỗi một ngày không thể ăn hết được.
We're getting out of here. The cops are coming.	Mau rời khỏi đây. Cảnh sát tới bây giờ.
You didn't seem to enjoy the concert very much.	Bạn có vẻ như không thật sự tận hưởng buổi diễn lắm nhỉ.
A bunch of people were standing outside waiting.	Cả đống người đang đứng bên ngoài chờ.
Are there any students from Korea in your class?	Lớp của các bạn có học sinh Hàn Quốc nào không ?
Before going home, I have a few drinks to relax.	Trước khi về nhà, tôi uống một vài ly để thư giãn.
His bad leg prevented him from winning the race.	Anh ấy đã không thể giành chiến thắng trong cuộc đua vì chân anh ấy bị thương.
Ho Chi Minh City is the largest city in Vietnam.	Thành phố Hồ Chí Minh là thành phố lớn nhất Việt Nam.
I bought a new notebook and a couple of pencils.	Tôi đã mua một quyển vở mới và vài cái bút chì.
I don't want to have children. Is that abnormal?	Tôi không muốn có con. Như vậy có bất thường không?
I got off at the bus stop and went to the right.	Tôi rời khỏi trạm xe buýt và đi sang phải.
I have got to leave here early tomorrow morning.	Tôi phải rời khỏi đây vào sáng sớm mai.
I waited for thirty minutes, but Tom never came.	Tôi đã đợi ba mươi phút, nhưng Tom không đến.
I want to eat some Korean food that isn't spicy.	Tôi muốn ăn một ít đồ ăn không cay của Hàn Quốc.
I want to eat some Korean food that isn't spicy.	Tôi muốn ăn một chút đồ ăn không cay của Hàn.
I wonder what the weather will be like tomorrow.	Không biết thời tiết ngày mai sẽ thế nào đây nhỉ?
I would like to improve my French pronunciation.	Tôi muốn cải thiện phát âm tiếng Pháp của tôi.
I'm American, but I can speak Japanese a little.	Tôi là người Mỹ, nhưng tôi có thể nói được một ít tiếng Nhật.
I'm not convinced that Tom is telling the truth.	Tôi chưa tin là Tom đang nói thật.
I'm not convinced that Tom is telling the truth.	Tôi chưa hoàn toàn tin là Tom đang nói thật.
I'm the only one who ever really understood Tom.	Tôi là người duy nhất thực sự hiểu Tom.
Is it true that men have oilier skin than women?	Có phải da của đàn ông có dầu nhiều hơn da của phụ nữ?
Is it true that men have oilier skin than women?	Có phải da của đàn ông nhờn nhiều hơn da của phụ nữ?
Last night there was a fire in the neighborhood.	Có cháy ở bên hàng xóm nhà mình tối qua.
Mary thinks that the world is a dangerous place.	Mary nghĩ rằng thế giới là một nơi nguy hiểm.
No matter what the cost, I will accomplish that.	Bằng mọi giá tôi sẽ hoàn thành nó.
No matter what the cost, I will accomplish that.	Tôi sẽ hoàn thành nó bằng mọi giá.
People might think you're stupid if you do that.	Mọi người sẽ nghĩ cậu bị điên nếu như cậu làm điều đó.
Reading is to the mind what food is to the body.	Việc đọc sách đối với tinh thần cũng giống như thức ăn đối với cơ thể vậy.
She deposits 10,000 yen in the bank every month.	Mỗi tháng cô ta gửi 10.000 yên vào ngân hàng.
Sorry, but I can't have dinner with you tonight.	Mình xin lỗi, nhưng mình không thể ăn tối với bạn.
Surrounded by the sea, Japan has a mild climate.	Bao quanh bở biển, Nhật Bản có khí hậu ôn hoà.
The couple carved their initials in an oak tree.	Cặp đôi đã khắc chữ cái đầu tiên của tên mình vào thân cây sồi.
The food wasn't good, but at least it was cheap.	Mặc dù đồ ăn ở đó không ngon, nhưng ít ra thì nó cũng rẻ.
The government doesn't invest much in education.	Chính phủ không đầu tư nhiều vào giáo dục.
There is nothing more important than friendship.	Không có gì quan trọng hơn tình bạn.
There is nothing more important than friendship.	Không gì quan trọng hơn tình bạn.
There's a white picket fence around Tom's house.	Có một hàng rào cọc trắng xung quanh nhà của Tom.
There's no explanation for what happened to Tom.	Không có lời giải thích nào cho việc xảy đến với Tom.
They are going to emigrate to the United States.	Họ định di cư sang Mỹ.
They are going to emigrate to the United States.	Họ có ý định di cư sang Hoa Kỳ.
This isn't the first time I've ridden a bicycle.	Đây không phải là lần đầu tiên tôi đi xe đạp.
This isn't the first time I've ridden a bicycle.	Đây không phải là lần đầu tiên mà tôi đi xe đạp.
This isn't the first time I've ridden a bicycle.	Đây không phải là lần đầu tôi đi xe đạp.
This must be one of the worst jobs in the world.	Đây có lẽ là công việc tệ nhất trên thế giới.
This novel has also been translated into French.	Tiểu thuyết này cũng được dịch sang tiếng Pháp.
This novel has also been translated into French.	Cuốn tiểu thuyết này cũng được dịch sang tiếng Pháp.
This procedure has advantages and disadvantages.	Quá trình này có ưu điểm và cả khuyết điểm.
Today is the first day of the rest of your life.	Hôm nay là ngày đầu tiên của phần còn lại của đời bạn.
Tom and Mary lay down side by side on the grass.	Tom và Mary nằm cạnh nhau trên bãi cỏ.
Tom and Mary moved to Australia three years ago.	3 năm trước Tom và Mary đã chuyển tới Úc.
Tom complained that the soup was not hot enough.	Tom phàn nàn rằng món súp không đủ nóng.
Tom is the only person who can do that, I think.	Tôi nghĩ Tom là người duy nhất có thể làm điều đó.
Tom lit a match and then lit the candle with it.	Lúc đó Tom quẹt một que diêm rồi thắp lửa vào nến.
Tom lit a match and then lit the candle with it.	Tom đã quẹt một que diêm rồi thắp nến.
Tom told his mother he would study after dinner.	Tom nói với mẹ mình là sẽ học sau bữa tối.
Tom told his mother he would study after dinner.	Tom nói với mẹ là cậu ta sẽ học sau bữa tối.
Tom told me that he wasn't much older than Mary.	Tom nói với tôi là anh ta không nhiều tuổi hơn Mary mấy.
Tom told me that he wasn't much older than Mary.	Tom nói với tôi anh ta không già hơn Mary mấy.
Tom was aware that everybody was looking at him.	Tom biết là mọi người đang nhìn anh ta.
Tom will try to attend this afternoon's meeting.	Tom sẽ cố tham dự buổi họp chiều nay.
Tom will try to attend this afternoon's meeting.	Tom sẽ cố gắng tham dự buổi họp chiều nay.
Unfortunately, I don't have so much money on me.	Tiếc quá, tôi không mang theo nhiều tiền trong người.
Valencia is famous for its unusual architecture.	Valencia nỗi tiếng về những công trình kiến trúc khác thường của nó.
We went down to the valley where the village is.	Chúng tôi đi xuống thung lũng nơi có ngôi làng.
What sort of person would do that kind of thing?	Rốt cuộc là loại người nào lại đi làm điều đó?
When I was a child, I used to swim in that pond.	Hồi nhỏ, tôi rất hay bơi ở cái ao đó.
When I was a child, I used to swim in that pond.	Hồi còn nhỏ, tôi hay bơi ở cái ao đó.
Why does the US government let people have guns?	Tại sao chính phủ Mỹ cho phép mọi người sở hữu súng?
All the money put together still won't be enough.	Gom hết tất cả tiền lại cũng không đủ.
Come closer and have a good look at this picture.	Hãy đến gần hơn và xem kỹ bức tranh này.
He resigned himself to spending a boring evening.	Anh ta đành cam chịu một buổi tối chán nản.
How did Tom get you to help him clean the garage?	Làm thế nào mà Tom khiến cậu giúp anh ấy dọn dẹp ga-ra?
I could not catch as many fish as I had expected.	Tôi không bắt được đủ số cá như mong đợi.
I have to write a letter. Do you have some paper?	Tôi phải viết một lá thư. Bạn có tờ giấy nào không?
I know exactly what I'd want to do if I were Tom.	Tôi biết chính xác cái mà tôi sẽ muốn làm nếu tôi là Tom.
I made your father promise never to speak of Tom.	Tôi đã làm cho bố anh hứa là sẽ không bao giờ nhắc đến Tom nữa.
I think I have some leftover pizza in the fridge.	Tôi nghĩ là tôi còn một chút pizza thừa trong tủ lạnh
I think it's time for me to throw a little party.	Tôi nghĩ là đã đến lúc tôi cần phải tổ chức một bữa tiệc nhỏ.
I think that I won't go to Australia next winter.	Tôi nghĩ là tôi sẽ không đi Úc mùa đông năm sau.
I think that I won't go to Australia next winter.	Tôi nghĩ tôi sẽ không đi Úc vào mùa đông năm sau.
I think that Tom will be on the same plane as me.	Tôi nghĩ Tom sẽ bay cùng chuyến bay với tôi.
I think that you should take Tom to the hospital?	Tôi nghĩ là bạn nên đưa Tom đến bệnh viện.
I want to buy my children everything I never had.	Mình muốn mua cho lũ trẻ tất cả những gì mình không có.
